time (s),Mass (g),HRR (kW/m2),Exhaust MFR (g/s),O2 (vol),CO2 (vol),CO (vol),ksmoke (1/m)
1217.00,0.114,18.0,NaN,20.82424355,0.064000003,0.012,0.001
1218.00,0.124,18.9,NaN,20.82689285,0.063000001,0.012,0.001
1219.00,0.114,18.9,NaN,20.82481575,0.061999999,0.003,-0.001
1220.00,0.104,19.2,NaN,20.82491684,0.061000001,0.012,-0.001
1221.00,0.104,17.7,NaN,20.82483292,0.059999999,0.001,-0.001
1222.00,0.104,18.2,NaN,20.82771492,0.059999999,0.002,0.001
1223.00,0.134,17.6,NaN,20.82658958,0.059,0.006,0.006
1224.00,0.124,16.9,NaN,20.82778931,0.059,0.003,0.000
1225.00,0.134,17.3,NaN,20.82928467,0.057999998,0.011,0.003
1226.00,0.124,16.2,NaN,20.82846451,0.057,0.002,0.004
1227.00,0.134,16.7,NaN,20.83050537,0.057,0.004,0.004
1228.00,0.114,15.8,NaN,20.82953262,0.056000002,0.01,0.003
1229.00,0.114,15.5,NaN,20.83131981,0.056000002,0.02,0.002
1230.00,0.144,15.7,NaN,20.83200836,0.056000002,0.022,0.003
1231.00,0.104,15.3,NaN,20.83143044,0.055,0.017000001,0.007
1232.00,0.124,14.9,NaN,20.8324337,0.055,0.014,-0.006
1233.00,0.134,14.9,NaN,20.83297157,0.055,0.008,-0.009
1234.00,0.114,13.5,NaN,20.83329391,0.054000001,0.001,-0.006
1235.00,0.104,13.2,NaN,20.83590317,0.054000001,0.001,-0.002
1236.00,0.104,13.3,NaN,20.83672333,0.052999999,0.003,-0.007
1237.00,0.124,14.3,NaN,20.83638954,0.052999999,0.013,-0.002
1238.00,0.124,14.8,NaN,20.834589,0.052999999,0.015,0.004
1239.00,0.104,15.5,NaN,20.83370399,0.052000001,0.013,-0.006
1240.00,0.134,15.5,NaN,20.83218765,0.052000001,0.008,-0.006
1241.00,0.114,15.7,NaN,20.83231354,0.052000001,0.017000001,-0.004
1242.00,0.114,15.1,NaN,20.83155441,0.052000001,0.007,-0.004
1243.00,0.144,15.7,NaN,20.83277512,0.050999999,0.001,-0.002
1244.00,0.134,16.3,NaN,20.83201218,0.050999999,0.003,0.000
1245.00,0.114,14.5,NaN,20.8306694,0.050000001,0.005,0.004
1246.00,0.144,14.0,NaN,20.83436394,0.050000001,0.011,-0.002
1247.00,0.134,13.6,NaN,20.8351593,0.050000001,0,0.005
1248.00,0.124,12.6,NaN,20.83612251,0.048999999,0.001,0.003
1249.00,0.124,12.3,NaN,20.83770752,0.048999999,0.006,-0.007
1250.00,0.144,10.9,NaN,20.83876801,0.048999999,0.005,0.001
1251.00,0.154,13.6,NaN,20.8415432,0.048999999,0.004,-0.003
1252.00,0.164,12.8,NaN,20.83596611,0.048999999,0.004,-0.005
1253.00,0.154,14.0,NaN,20.83762932,0.048,0.002,0.000
1254.00,0.134,14.1,NaN,20.83552551,0.048,0.017999999,-0.002
1255.00,0.134,14.1,NaN,20.83534431,0.048999999,0.022,-0.002
1256.00,0.134,13.4,NaN,20.83496475,0.048999999,0.012,0.002
1257.00,0.124,14.5,NaN,20.8365078,0.048,0.005,-0.007
1258.00,0.124,13.4,NaN,20.83442879,0.048,0.009,-0.005
1259.00,0.114,12.6,NaN,20.83666801,0.048,0.02,-0.009
1260.00,0.144,13.5,NaN,20.83794594,0.048,0.004,0.002
1261.00,0.104,14.8,NaN,20.8366375,0.048,0,0.005
1262.00,0.094,14.5,NaN,20.83382034,0.048,0,-0.004
1263.00,0.094,14.8,NaN,20.83420563,0.048,0.006,-0.009
1264.00,0.104,14.8,NaN,20.83348656,0.048,0.014,-0.006
1265.00,0.114,14.5,NaN,20.83329964,0.048,0.026000001,-0.006
1266.00,0.104,15.8,NaN,20.83432579,0.048,0.02,-0.007
1267.00,0.104,15.8,NaN,20.83168793,0.048,0.014,-0.005
1268.00,0.114,15.7,NaN,20.83186913,0.048,0.02,-0.002
1269.00,0.114,14.1,NaN,20.83226013,0.048,0.007,-0.006
1270.00,0.104,12.7,NaN,20.83517838,0.046999998,0.002,-0.004
1271.00,0.084,11.0,NaN,20.8376255,0.046999998,0.004,-0.005
1272.00,0.084,10.4,NaN,20.8413868,0.046999998,0.006,-0.010
1273.00,0.084,10.9,NaN,20.84260368,0.046999998,0.008,-0.007
1274.00,0.074,10.4,NaN,20.84163475,0.046999998,0.01,0.000
1275.00,0.124,10.4,NaN,20.84254265,0.046999998,0.025,-0.008
1276.00,0.134,11.7,NaN,20.84261703,0.046999998,0.009,0.000
1277.00,0.114,12.3,NaN,20.83992958,0.046,0.004,-0.006
1278.00,0.094,12.3,NaN,20.83884048,0.046,0.008,-0.013
1279.00,0.094,12.7,NaN,20.83884621,0.046,0.011,-0.007
1280.00,0.124,12.7,NaN,20.83780098,0.046,0.017999999,-0.010
